순번,날짜,조식,중식,석식,갱신예정일자
"2714","20170729","","상추쌈","깍두기","2017-07-01"
"2715","20170729","","배추김치","","2017-07-01"
"2716","20170730","감자밥","흑미밥","밥","2017-07-01"
"2717","20170730","북어채국","호박된장찌개","닭곰탕","2017-07-01"
"2718","20170730","돼지고기김치볶음","쇠고기파프리카볶음","쇠고기가지볶음","2017-07-01"
"2719","20170730","깍두기","오이부추무침","야채튀김","2017-07-01"
"2720","20170730","","배추김치","배추김치","2017-07-01"
"2721","20170731","밥","밥","자장밥","2017-07-01"
"2722","20170731","콩나물국","쇠고기미역국","김치찌개","2017-07-01"
"2723","20170731","느타리버섯볶음","파닭(파채닭튀김)","제육볶음","2017-07-01"
"2724","20170731","맛김","골뱅이오징어채무침","깍두기","2017-07-01"
"2725","20170731","배추김치","배추김치","","2017-07-01"
"2726","20170801","밥","잡곡밥","밥","2017-08-01"
"2727","20170801","두부맑은국","호박된장찌개","닭곰탕","2017-08-01"
"2728","20170801","돼지고기김치볶음","오삼불고기","조기튀김","2017-08-01"
"2729","20170801","맛김","상추쌈","순두부양념장","2017-08-01"
"2730","20170801","깍두기","배추김치","배추김치","2017-08-01"
"2731","20170802","밥","흑미밥","잡곡밥","2017-08-01"
"2732","20170802","쇠고기무국","광어매운탕","생선묵국","2017-08-01"
"2733","20170802","꽈리고추멸치볶음","비엔나소시지케찹볶음","마파두부","2017-08-01"
"2734","20170802","콩나물매운무침","계란찜","버섯강정","2017-08-01"
"2735","20170802","배추김치","깍두기","배추김치","2017-08-01"
"2736","20170803","밥","잡곡밥","쇠고기덮밥","2017-08-01"
"2737","20170803","김치찌개","북어채국","콩나물국","2017-08-01"
"2738","20170803","느타리버섯볶음","깐풍기","오이무침","2017-08-01"
"2739","20170803","맛김","상추겉절이","배추김치","2017-08-01"
"2740","20170803","깍두기","배추김치","","2017-08-01"
"2741","20170804","밥","오징어덮밥","밥","2017-08-01"
"2742","20170804","쇠고기육개장","돈가스","순두부찌개","2017-08-01"
"2743","20170804","오징어채볶음","깻잎무침","오리불고기","2017-08-01"
"2744","20170804","감자조림","배추김치","양배추쌈","2017-08-01"
"2745","20170804","배추김치","","깍두기","2017-08-01"
"2746","20170805","핫도그빵","밥","콩나물국밥","2017-08-01"
"2747","20170805","","버섯된장찌개","쇠고기가지볶음","2017-08-01"
"2748","20170805","","두부김치","게맛살냉채","2017-08-01"
"2749","20170805","","방어순살튀김","배추김치","2017-08-01"
"2750","20170805","","깍두기","","2017-08-01"
"2751","20170806","닭죽","밥","자장밥","2017-08-01"
"2752","20170806","생선묵볶음","오징어무국","짬뽕찌개","2017-08-01"
"2753","20170806","오이부추무침","돼지고기콩나물볶음","단무지무침","2017-08-01"
"2754","20170806","배추김치","치킨너겟","배추김치","2017-08-01"
"2755","20170806","","배추김치","","2017-08-01"
"2756","20170807","밥","검은콩밥","돼지고기부추덮밥","2017-08-01"
"2757","20170807","쇠고기미역국","명태무찌개","순두부찌개","2017-08-01"
"2758","20170807","버섯호박볶음","닭순살코기튀김","계란후라이","2017-08-01"
"2759","20170807","콩나물매운무침","무생채","배추김치","2017-08-01"
"2760","20170807","배추김치","배추김치","","2017-08-01"
"2761","20170808","불고기버거","잡곡밥","밥","2017-08-01"
"2762","20170808","","콩나물김치국","닭볶음탕","2017-08-01"
"2763","20170808","","돼지불고기","두부조림","2017-08-01"
"2764","20170808","","모듬야채","콩나물무침","2017-08-01"
"2765","20170808","","깍두기","배추김치","2017-08-01"
"2766","20170809","밥","검은콩밥","김치덮밥","2017-08-01"
"2767","20170809","쇠고기감자국","미역오이냉국","호박된장찌개","2017-08-01"
"2768","20170809","새송이버섯야채볶음","꽈리고추멸치볶음","계란후라이","2017-08-01"
"2769","20170809","맛김","닭고기튀김양념","깍두기","2017-08-01"
"2770","20170809","배추김치","배추김치","","2017-08-01"
"2771","20170810","새우버거","잡곡밥","흑미밥","2017-08-01"
"2772","20170810","","쇠고기육개장","김치찌개","2017-08-01"
"2773","20170810","","오징어볶음","돼지고기부추볶음","2017-08-01"
"2774","20170810","","김자반","게맛살냉채","2017-08-01"
"2775","20170810","","배추김치","깍두기","2017-08-01"
"2776","20170811","밥","밥","흑미밥","2017-08-01"
"2777","20170811","콩나물김치국","전복삼계탕","순두부찌개","2017-08-01"
"2778","20170811","소시지야채볶음","오이부추무침","쇠고기가지볶음","2017-08-01"
"2779","20170811","감자조림","배추김치","고등어순살튀김","2017-08-01"
"2780","20170811","배추김치","","깍두기","2017-08-01"
"2781","20170812","밥","감자밥","고추참치덮밥","2017-08-01"
"2782","20170812","생선묵국","햄소시지찌개","북어채국","2017-08-01"
"2783","20170812","돼지고기김치볶음","잡채","야채튀김","2017-08-01"
"2784","20170812","맛김","배추김치","배추김치","2017-08-01"
"2785","20170812","배추김치","","","2017-08-01"
"2786","20170813","밥","밥","밥","2017-08-01"
"2787","20170813","쇠고기무국","짬뽕찌개","버섯된장찌개","2017-08-01"
"2788","20170813","게맛살볶음","닭갈비","제육볶음","2017-08-01"
"2789","20170813","맛김","콩나물무침","양배추쌈","2017-08-01"
"2790","20170813","배추김치","배추김치","배추김치","2017-08-01"
"2791","20170814","밥","닭고기부추밥","잡곡밥","2017-08-01"
"2792","20170814","꼬리곰탕1형","쇠고기미역국","김치찌개","2017-08-01"
"2793","20170814","오이무침","무생채","마파두부","2017-08-01"
"2794","20170814","깍두기","배추김치","삼치순살튀김","2017-08-01"
"2795","20170814","","","깍두기","2017-08-01"
"2796","20170815","불고기버거","비빔밥","카레밥","2017-08-01"
"2797","20170815","","호박된장찌개","돈가스","2017-08-01"
"2798","20170815","","계란후라이","감자조림","2017-08-01"
"2799","20170815","","배추김치","배추김치","2017-08-01"
"2800","20170816","밥","검은콩밥","잡곡밥","2017-08-01"
"2801","20170816","버섯쇠고기찌개","햄소시지찌개","두부맑은국","2017-08-01"
"2802","20170816","돼지고기김치볶음","쭈꾸미떡볶음","닭갈비","2017-08-01"
"2803","20170816","맛김","깻잎무침","오이부추무침","2017-08-01"
"2804","20170816","깍두기","백김치","배추김치","2017-08-01"
"2805","20170817","햄치즈버거","흑미밥","잡곡밥","2017-08-01"
"2806","20170817","","생선묵국","감자양파찌개","2017-08-01"
"2807","20170817","","두부김치","스크램블에그","2017-08-01"
"2808","20170817","","비빔당면","해물비빔소스","2017-08-01"
"2809","20170817","","깍두기","배추김치","2017-08-01"
"2810","20170818","밥","잡곡밥","밥","2017-08-01"
"2811","20170818","쇠고기미역국","민대구탕","순두부찌개","2017-08-01"
"2812","20170818","참치김치볶음","잡채","쇠고기가지볶음","2017-08-01"
"2813","20170818","감자조림","무생채","생선가스","2017-08-01"
"2814","20170818","깍두기","배추김치","깍두기","2017-08-01"
"2815","20170819","닭죽","밥","자장밥","2017-08-01"
"2816","20170819","오징어채볶음","버섯된장찌개","짬뽕찌개","2017-08-01"
"2817","20170819","오이무침","쇠고기불고기","명태순살튀김","2017-08-01"
"2818","20170819","배추김치","콩나물매운무침","배추김치","2017-08-01"
"2819","20170819","","배추김치","","2017-08-01"
"2820","20170820","밥","쇠고기볶음밥","밥","2017-08-01"
"2821","20170820","생선묵국","감자양파찌개","콩나물국","2017-08-01"
"2822","20170820","맛김","계란후라이","닭고기매운조림","2017-08-01"
"2823","20170820","두부조림","깍두기","무생채","2017-08-01"
"2824","20170820","배추김치","","배추김치","2017-08-01"
"2825","20170821","밥","고추참치덮밥","잡곡밥","2017-08-01"
"2826","20170821","쇠고기미역국","배추된장국","순두부찌개","2017-08-01"
"2827","20170821","비엔나소시지케찹볶음","코다리강정","쇠고기가지볶음","2017-08-01"
"2828","20170821","맛김","열무김치","오징어실채무침","2017-08-01"
"2829","20170821","배추김치","","열무김치","2017-08-01"
"2830","20170822","햄치즈버거","잡곡밥","잡곡밥","2017-08-01"
"2831","20170822","","호박된장찌개","닭곰탕","2017-08-01"
"2832","20170822","","삼겹살구이","생선묵볶음","2017-08-01"
"2833","20170822","","모듬야채","무생채","2017-08-01"
"2834","20170822","","배추김치","배추김치","2017-08-01"
"2835","20170823","쇠고기국밥","햄야채볶음밥","잡곡밥","2017-08-01"
"2836","20170823","오징어채볶음","계란국","김치찌개","2017-08-01"
"2837","20170823","콩나물매운무침","갑오징어야채볶음","파닭(파채닭튀김)","2017-08-01"
"2838","20170823","배추김치","배추김치","오이무침","2017-08-01"
"2839","20170823","","","열무김치","2017-08-01"
"2840","20170824","새우버거","흑미밥","잡곡밥","2017-08-01"
"2841","20170824","","닭고기육개장","쇠고기미역국","2017-08-01"
"2842","20170824","","잡채","제육볶음","2017-08-01"
"2843","20170824","","고등어순살조림","감자조림","2017-08-01"
"2844","20170824","","배추김치","배추김치","2017-08-01"
"2845","20170825","밥","비빔냉면","밥","2017-08-01"
"2846","20170825","쇠고기감자국","팝콘형치킨너겟","콩나물김치국","2017-08-01"
"2847","20170825","돼지고기김치볶음","열무김치","돼지고기수육","2017-08-01"
"2848","20170825","맛김","","상추쌈","2017-08-01"
"2849","20170825","열무김치","","배추김치","2017-08-01"
"2850","20170826","콩나물국밥","밥","밥","2017-08-01"
"2851","20170826","비엔나소시지야채볶음","김치찌개","감자양파찌개","2017-08-01"
"2852","20170826","계란찜","쇠고기파프리카볶음","참치김치볶음","2017-08-01"
"2853","20170826","배추김치","맛김","육고기비빔소스","2017-08-01"
"2854","20170826","","열무김치","열무김치","2017-08-01"
"2855","20170827","밥","밥","카레밥","2017-08-01"
"2856","20170827","쇠고기무국","닭고기육개장","계란국","2017-08-01"
"2857","20170827","감자채볶음","게맛살볶음","미트볼케찹조림","2017-08-01"
"2858","20170827","오이무침","두부조림","배추김치","2017-08-01"
"2859","20170827","배추김치","열무김치","","2017-08-01"
"2860","20170828","밥","검은콩밥","잡곡밥","2017-08-01"
"2861","20170828","쇠고기미역국","북어채국","김치찌개","2017-08-01"
"2862","20170828","돼지고기김치볶음","닭갈비","감자맛탕","2017-08-01"
"2863","20170828","맛김","오이양파장아찌","고등어순살조림","2017-08-01"
"2864","20170828","열무김치","배추김치","열무김치","2017-08-01"
"2865","20170829","밥","잡곡밥","잡곡밥","2017-08-01"
"2866","20170829","쇠고기육개장","콩나물국","버섯된장찌개","2017-08-01"
"2867","20170829","오징어채볶음","돼지갈비찜","쇠고기불고기","2017-08-01"
"2868","20170829","계란찜","무생채","오이무침","2017-08-01"
"2869","20170829","배추김치","배추김치","열무김치","2017-08-01"
"2870","20170830","밥","흑미밥","잡곡밥","2017-08-01"
"2871","20170830","감자양파찌개","계란국","순두부찌개","2017-08-01"
"2872","20170830","햄슬라이스야채볶음","매운족발볶음","오리불고기","2017-08-01"
"2873","20170830","맛김","오징어야채무침","감자조림","2017-08-01"
"2874","20170830","배추김치","배추김치","열무김치","2017-08-01"
"2875","20170831","밥","비빔밥","흑미밥","2017-08-01"
"2876","20170831","조개살미역국","배추된장국","버섯쇠고기찌개","2017-08-01"
"2877","20170831","돼지고기가지볶음","계란후라이","오징어볶음","2017-08-01"
"2878","20170831","콩나물무침","열무김치","닭고기튀김양념","2017-08-01"
"2879","20170831","배추김치","","배추김치","2017-08-01"
"2880","20170901","밥","검은콩밥","잡곡밥","2017-09-01"
"2881","20170901","계란국","북어채국","버섯된장찌개","2017-09-01"
"2882","20170901","돼지고기김치볶음","닭갈비","쇠고기불고기","2017-09-01"
"2883","20170901","맛김","조기튀김","상추쌈","2017-09-01"
"2884","20170901","깍두기","배추김치","배추김치","2017-09-01"
"2885","20170902","밥","햄야채볶음밥","밥","2017-09-01"
"2886","20170902","두부맑은국","쇠고기무국","닭곰탕","2017-09-01"
"2887","20170902","돼지고기부추볶음","감자조림","오징어채볶음","2017-09-01"
"2888","20170902","오이무침","배추김치","두부조림","2017-09-01"
"2889","20170902","배추김치","","배추김치","2017-09-01"
"2890","20170903","밥","자장밥","밥","2017-09-01"
"2891","20170903","콩나물김치국","짬뽕찌개","호박된장찌개","2017-09-01"
"2892","20170903","계란찜","단무지무침","제육볶음","2017-09-01"
"2893","20170903","맛김","배추김치","무생채","2017-09-01"
"2894","20170903","깍두기","","배추김치","2017-09-01"
"2895","20170904","밥","흑미밥","잡곡밥","2017-09-01"
"2896","20170904","쇠고기미역국","김치찌개","생선묵볶음","2017-09-01"
"2897","20170904","새송이버섯야채볶음","갑오징어야채볶음","돈가스","2017-09-01"
"2898","20170904","맛김","비빔당면","오이부추무침","2017-09-01"
"2899","20170904","배추김치","깍두기","배추김치","2017-09-01"
"2900","20170905","햄치즈버거","잡곡밥","밥","2017-09-01"
"2901","20170905","","순두부찌개","민대구탕","2017-09-01"
"2902","20170905","","쇠고기불고기","파닭(파채닭튀김)","2017-09-01"
"2903","20170905","","상추쌈","감자조림","2017-09-01"
"2904","20170905","","깍두기","배추김치","2017-09-01"
"2905","20170906","밥","검은콩밥","잡곡밥","2017-09-01"
"2906","20170906","닭고기육개장","생선묵국","버섯된장찌개","2017-09-01"
"2907","20170906","맛김","돼지고기김치볶음","오리불고기","2017-09-01"
"2908","20170906","스크램블에그","잡채","양배추쌈","2017-09-01"
"2909","20170906","배추김치","깍두기","배추김치","2017-09-01"
"2910","20170907","새우버거","잡곡밥","밥","2017-09-01"
"2911","20170907","","햄소시지찌개","콩나물국","2017-09-01"
"2912","20170907","","궁중떡볶이","마파두부","2017-09-01"
"2913","20170907","","황태채무침","고등어순살조림","2017-09-01"
"2914","20170907","","배추김치","배추김치","2017-09-01"
"2915","20170908","밥","삼계탕","잡곡밥","2017-09-01"
"2916","20170908","감자양파찌개","오이부추무침","김치찌개","2017-09-01"
"2917","20170908","꽈리고추멸치볶음","배추김치","제육볶음","2017-09-01"
"2918","20170908","맛김","","순두부양념장","2017-09-01"
"2919","20170908","배추김치","","깍두기","2017-09-01"
"2920","20170909","떡만두국","돼지고기부추덮밥","밥","2017-09-01"
"2921","20170909","오징어채볶음","두부맑은국","쇠고기육개장","2017-09-01"
"2922","20170909","배추김치","콩나물무침","꽁치무조림","2017-09-01"
"2923","20170909","","배추김치","게맛살냉채","2017-09-01"
"2924","20170909","","","배추김치","2017-09-01"
"2925","20170910","밥","카레밥","밥","2017-09-01"
"2926","20170910","계란국","닭갈비","오징어무국","2017-09-01"
"2927","20170910","돼지고기김치볶음","야채튀김","쇠고기가지볶음","2017-09-01"
"2928","20170910","맛김","배추김치","콩나물매운무침","2017-09-01"
"2929","20170910","깍두기","","배추김치","2017-09-01"
"2930","20170911","밥","흑미밥","잡곡밥","2017-09-01"
"2931","20170911","꼬리곰탕1형","쇠고기미역국","순두부찌개","2017-09-01"
"2932","20170911","오징어젓무침","비엔나소시지케찹볶음","돼지고기콩나물볶음","2017-09-01"
"2933","20170911","깍두기","닭순살코기튀김","고등어순살조림","2017-09-01"
"2934","20170911","","배추김치","깍두기","2017-09-01"
"2935","20170912","밥","비빔밥","잡곡밥","2017-09-01"
"2936","20170912","감자양파찌개","생선묵국","콩나물김치국","2017-09-01"
"2937","20170912","돼지고기가지볶음","계란후라이","버섯호박볶음","2017-09-01"
"2938","20170912","맛김","배추김치","닭고기튀김양념","2017-09-01"
"2939","20170912","배추김치","","깍두기","2017-09-01"
"2940","20170913","밥","오징어덮밥","검은콩밥","2017-09-01"
"2941","20170913","쇠고기육개장","돈가스","김치찌개","2017-09-01"
"2942","20170913","감자채볶음","오이무침","돼지고기수육","2017-09-01"
"2943","20170913","계란찜","배추김치","상추겉절이","2017-09-01"
"2944","20170913","배추김치","","열무김치","2017-09-01"
"2945","20170914","불고기버거","잡곡밥","고추참치덮밥","2017-09-01"
"2946","20170914","","광어매운탕","생선묵국","2017-09-01"
"2947","20170914","","돼지고기김치볶음","잡채","2017-09-01"
"2948","20170914","","버섯강정","배추김치","2017-09-01"
"2949","20170914","","열무김치","","2017-09-01"
"2950","20170915","밥","흑미밥","잡곡밥","2017-09-01"
"2951","20170915","쇠고기무국","닭고기육개장","쇠고기미역국","2017-09-01"
"2952","20170915","소시지야채볶음","두부김치","쭈꾸미떡볶음","2017-09-01"
"2953","20170915","맛김","오징어실채무침","계란찜","2017-09-01"
"2954","20170915","배추김치","열무김치","열무김치","2017-09-01"
"2955","20170916","핫도그빵","밥","잡곡밥","2017-09-01"
"2956","20170916","","닭곰탕","콩나물국","2017-09-01"
"2957","20170916","","두부조림","미트볼케찹조림","2017-09-01"
"2958","20170916","","오이부추무침","해물비빔소스","2017-09-01"
"2959","20170916","","배추김치","열무김치","2017-09-01"
"2960","20170917","닭죽","자장밥","밥","2017-09-01"
"2961","20170917","생선묵볶음","짬뽕찌개","감자양파찌개","2017-09-01"
"2962","20170917","무생채","쇠고기파프리카볶음","게맛살볶음","2017-09-01"
"2963","20170917","배추김치","배추김치","코다리강정","2017-09-01"
"2964","20170917","","","열무김치","2017-09-01"
"2965","20170918","밥","흑미밥","잡곡밥","2017-09-01"
"2966","20170918","쇠고기미역국","꼬꼬떡국","순두부찌개","2017-09-01"
"2967","20170918","비엔나소시지야채볶음","잡채","탕수육","2017-09-01"
"2968","20170918","맛김","오징어야채무침","감자조림","2017-09-01"
"2969","20170918","배추김치","배추김치","열무김치","2017-09-01"
"2970","20170919","햄치즈버거","잡곡밥","김치덮밥","2017-09-01"
"2971","20170919","","닭볶음탕","북어채국","2017-09-01"
"2972","20170919","","쇠고기가지볶음","떡볶이","2017-09-01"
"2973","20170919","","게맛살냉채","열무김치","2017-09-01"
"2974","20170919","","배추김치","","2017-09-01"
"2975","20170920","콩나물국밥","흑미밥","잡곡밥","2017-09-01"
"2976","20170920","햄슬라이스야채볶음","버섯쇠고기찌개","호박된장찌개","2017-09-01"
"2977","20170920","감자조림","치킨너겟","한우불고기","2017-09-01"
"2978","20170920","열무김치","골뱅이오징어채무침","상추쌈","2017-09-01"
"2979","20170920","","배추김치","배추김치","2017-09-01"
"2980","20170921","불고기버거","잡곡밥","밥","2017-09-01"
"2981","20170921","","연포탕","햄소시지찌개","2017-09-01"
"2982","20170921","","두부김치","고등어순살튀김","2017-09-01"
"2983","20170921","","콩나물매운무침","닭고기매운조림","2017-09-01"
"2984","20170921","","오이소박이","배추김치","2017-09-01"
"2985","20170922","꼬리곰탕1형","쫄면","잡곡밥","2017-09-01"
"2986","20170922","오징어볶음","만두튀김","순두부찌개","2017-09-01"
"2987","20170922","맛김","열무김치","김자반","2017-09-01"
"2988","20170922","배추김치","","육고기비빔소스","2017-09-01"
"2989","20170922","","","열무김치","2017-09-01"
"2990","20170923","밥","쇠고기볶음밥","밥","2017-09-01"
"2991","20170923","김치찌개","조개살미역국","버섯된장찌개","2017-09-01"
"2992","20170923","느타리버섯볶음","맛김","돼지불고기","2017-09-01"
"2993","20170923","깻잎무침","배추김치","오이양파장아찌","2017-09-01"
"2994","20170923","열무김치","","배추김치","2017-09-01"
"2995","20170924","밥","밥","자장밥","2017-09-01"
"2996","20170924","쇠고기감자국","배추된장국","짬뽕찌개","2017-09-01"
"2997","20170924","오징어채볶음","비엔나소시지케찹볶음","게맛살볶음","2017-09-01"
"2998","20170924","맛김","삼치순살튀김","배추김치","2017-09-01"
"2999","20170924","배추김치","배추김치","","2017-09-01"
"3000","20170925","밥","흑미밥","잡곡밥","2017-09-01"
"3001","20170925","쇠고기미역국","호박된장찌개","명태무찌개","2017-09-01"
"3002","20170925","참치김치볶음","오삼불고기","닭고기튀김양념","2017-09-01"
"3003","20170925","맛김","무생채","오이무침","2017-09-01"
"3004","20170925","배추김치","배추김치","배추김치","2017-09-01"
"3005","20170926","쇠고기국밥","비빔밥","쇠고기덮밥","2017-09-01"
"3006","20170926","오징어젓무침","생선묵국","김치찌개","2017-09-01"
"3007","20170926","콩나물무침","계란후라이","명태순살튀김","2017-09-01"
"3008","20170926","배추김치","배추김치","열무김치","2017-09-01"
"3009","20170927","밥","흑미밥","카레밥","2017-09-01"
"3010","20170927","북어채국","감자탕(김치)","꽈리고추멸치볶음","2017-09-01"
"3011","20170927","돼지고기김치볶음","깻잎무침","돈가스","2017-09-01"
"3012","20170927","맛김","갓김치","배추김치","2017-09-01"
"3013","20170927","열무김치","","","2017-09-01"
"3014","20170928","핫도그빵","잡곡밥","고추참치덮밥","2017-09-01"
"3015","20170928","","호박된장찌개","계란국","2017-09-01"
"3016","20170928","","삼겹살구이","깐풍기","2017-09-01"
"3017","20170928","","모듬야채","배추김치","2017-09-01"
"3018","20170928","","배추김치","","2017-09-01"
"3019","20170929","밥","스파게티","닭고기부추밥","2017-09-01"
"3020","20170929","콩나물김치국","고구마맛탕","순두부찌개","2017-09-01"
"3021","20170929","쇠고기파프리카볶음","배추김치","떡볶이","2017-09-01"
"3022","20170929","맛김","","열무김치","2017-09-01"
"3023","20170929","열무김치","","","2017-09-01"
"3024","20170930","떡만두국","검은콩밥","밥","2017-09-01"
"3025","20170930","오징어젓무침","마파두부","버섯된장찌개","2017-09-01"
"3026","20170930","배추김치","생선가스","쇠고기불고기","2017-09-01"
"3027","20170930","","오이무침","양배추쌈","2017-09-01"
"3028","20170930","","열무김치","배추김치","2017-09-01"
"3029","20171001","밥","검은콩밥","자장밥","2017-10-01"
"3030","20171001","쇠고기미역국","감자양파찌개","김치찌개","2017-10-01"
"3031","20171001","돼지고기김치볶음","오리불고기","단무지무침","2017-10-01"
"3032","20171001","맛김","콩나물무침","깍두기","2017-10-01"
"3033","20171001","깍두기","깍두기","","2017-10-01"
"3034","20171002","콩나물국밥","새우볶음밥","잡곡밥","2017-10-01"
"3035","20171002","오징어채볶음","생선묵국","순두부찌개","2017-10-01"
"3036","20171002","감자조림","계란후라이","김자반","2017-10-01"
"3037","20171002","깍두기","깍두기","치킨마요덮밥","2017-10-01"
"3038","20171002","","","깍두기","2017-10-01"
"3039","20171003","밥","검은콩밥","밥","2017-10-01"
"3040","20171003","두부맑은국","호박된장찌개","김치찌개","2017-10-01"
"3041","20171003","비엔나소시지케찹볶음","오삼불고기","쇠고기파프리카볶음","2017-10-01"
"3042","20171003","맛김","상추쌈","조기튀김","2017-10-01"
"3043","20171003","깍두기","깍두기","깍두기","2017-10-01"
"3044","20171004","떡만두국","흑미밥","밥","2017-10-01"
"3045","20171004","오징어젓무침","감자양파찌개","명태무찌개","2017-10-01"
"3046","20171004","깍두기","제육볶음","잡채","2017-10-01"
"3047","20171004","","콩나물무침","깐풍기","2017-10-01"
"3048","20171004","","깍두기","깍두기","2017-10-01"
"3049","20171005","밥","밥","밥","2017-10-01"
"3050","20171005","쇠고기무국","햄소시지찌개","순두부찌개","2017-10-01"
"3051","20171005","생선묵볶음","오징어볶음","한우불고기","2017-10-01"
"3052","20171005","맛김","김자반","양배추쌈","2017-10-01"
"3053","20171005","깍두기","깍두기","깍두기","2017-10-01"
"3054","20171006","밥","쇠고기볶음밥","잡곡밥","2017-10-01"
"3055","20171006","콩나물김치국","계란국","두부맑은국","2017-10-01"
"3056","20171006","새송이버섯야채볶음","맛김","돼지고기부추볶음","2017-10-01"
"3057","20171006","감자조림","깍두기","콩나물매운무침","2017-10-01"
"3058","20171006","깍두기","","깍두기","2017-10-01"
"3059","20171007","밥","밥","밥","2017-10-01"
"3060","20171007","북어채국","배추된장국","닭고기육개장","2017-10-01"
"3061","20171007","돼지고기김치볶음","쇠고기가지볶음","고등어순살튀김","2017-10-01"
"3062","20171007","맛김","게맛살냉채","미트볼케찹조림","2017-10-01"
"3063","20171007","깍두기","깍두기","깍두기","2017-10-01"
"3064","20171008","밥","쇠고기덮밥","밥","2017-10-01"
"3065","20171008","꼬리곰탕1형","계란국","버섯된장찌개","2017-10-01"
"3066","20171008","오이무침","고구마맛탕","참치김치볶음","2017-10-01"
"3067","20171008","깍두기","배추김치","닭고기매운조림","2017-10-01"
"3068","20171008","","","깍두기","2017-10-01"
"3069","20171009","밥","밥","자장면","2017-10-01"
"3070","20171009","쇠고기미역국","김치찌개","만두튀김","2017-10-01"
"3071","20171009","햄슬라이스야채볶음","돼지고기콩나물볶음","깍두기","2017-10-01"
"3072","20171009","맛김","오징어실채무침","","2017-10-01"
"3073","20171009","깍두기","깍두기","","2017-10-01"
"3074","20171010","밥","검은콩밥","카레밥","2017-10-01"
"3075","20171010","감자양파찌개","갈비탕","돈가스","2017-10-01"
"3076","20171010","계란찜","황태찜","오이무침","2017-10-01"
"3077","20171010","맛김","무생채","깍두기","2017-10-01"
"3078","20171010","깍두기","배추김치","","2017-10-01"
"3079","20171011","고추참치덮밥","잡곡밥","비빔밥","2017-10-01"
"3080","20171011","쇠고기감자국","꼬꼬떡국","생선묵국","2017-10-01"
"3081","20171011","게맛살볶음","꽈리고추멸치볶음","계란후라이","2017-10-01"
"3082","20171011","깍두기","비빔당면","깍두기","2017-10-01"
"3083","20171011","","깍두기","","2017-10-01"
"3084","20171012","새우버거","잡곡밥","잡곡밥","2017-10-01"
"3085","20171012","","김치찌개","민대구탕","2017-10-01"
"3086","20171012","","돼지불고기","잡채","2017-10-01"
"3087","20171012","","상추쌈","콩나물매운무침","2017-10-01"
"3088","20171012","","깍두기","배추김치","2017-10-01"
"3089","20171013","쇠고기국밥","잡곡밥","잡곡밥","2017-10-01"
"3090","20171013","감자채볶음","연포탕","버섯된장찌개","2017-10-01"
"3091","20171013","오이무침","두부김치","떡볶이","2017-10-01"
"3092","20171013","배추김치","깻잎무침","파닭(파채닭튀김)","2017-10-01"
"3093","20171013","","깍두기","깍두기","2017-10-01"
"3094","20171014","핫도그빵","밥","닭죽","2017-10-01"
"3095","20171014","","콩나물김치국","오징어채볶음","2017-10-01"
"3096","20171014","","오리불고기","콩나물매운무침","2017-10-01"
"3097","20171014","","고등어순살튀김","깍두기","2017-10-01"
"3098","20171014","","깍두기","","2017-10-01"
"3099","20171015","밥","김치덮밥","흑미밥","2017-10-01"
"3100","20171015","북어채국","계란국","호박된장찌개","2017-10-01"
"3101","20171015","소시지야채볶음","야채튀김","쇠고기불고기","2017-10-01"
"3102","20171015","맛김","깍두기","오이부추무침","2017-10-01"
"3103","20171015","깍두기","","배추김치","2017-10-01"
"3104","20171016","밥","흑미밥","잡곡밥","2017-10-01"
"3105","20171016","쇠고기무국","닭곰탕","순두부찌개","2017-10-01"
"3106","20171016","계란찜","버섯호박볶음","꽈리고추멸치볶음","2017-10-01"
"3107","20171016","맛김","오징어젓무침","탕수육","2017-10-01"
"3108","20171016","배추김치","깍두기","깍두기","2017-10-01"
"3109","20171017","햄치즈버거","검은콩밥","잡곡밥","2017-10-01"
"3110","20171017","","호박된장찌개","오징어무국","2017-10-01"
"3111","20171017","","삼겹살구이","마파두부","2017-10-01"
"3112","20171017","","모듬야채","고등어순살조림","2017-10-01"
"3113","20171017","","배추김치","깍두기","2017-10-01"
"3114","20171018","밥","흑미밥","자장밥","2017-10-01"
"3115","20171018","쇠고기육개장","햄소시지찌개","돈가스","2017-10-01"
"3116","20171018","돼지고기김치볶음","닭갈비","무생채","2017-10-01"
"3117","20171018","순두부양념장","시금치된장무침","배추김치","2017-10-01"
"3118","20171018","깍두기","배추김치","","2017-10-01"
"3119","20171019","불고기버거","밥","잡곡밥","2017-10-01"
"3120","20171019","","패주미역국","김치찌개","2017-10-01"
"3121","20171019","","두부김치","느타리버섯볶음","2017-10-01"
"3122","20171019","","고구마샐러드","닭고기튀김양념","2017-10-01"
"3123","20171019","","깍두기","배추김치","2017-10-01"
"3124","20171020","닭죽","오징어덮밥","잡곡밥","2017-10-01"
"3125","20171020","감자조림","배추된장국","순두부찌개","2017-10-01"
"3126","20171020","오이무침","궁중떡볶이","돼지고기수육","2017-10-01"
"3127","20171020","배추김치","깍두기","상추겉절이","2017-10-01"
"3128","20171020","","","배추김치","2017-10-01"
"3129","20171021","떡만두국","밥","밥","2017-10-01"
"3130","20171021","오징어채볶음","호박된장찌개","콩나물김치국","2017-10-01"
"3131","20171021","배추김치","쇠고기불고기","닭순살코기튀김","2017-10-01"
